price,district,underground,street,house_number,floor,floors_count,total_meters,rooms_count,residential_complex,url
28700000.0,Коптево,Лихоборы,Большая Академическая ,67,13,18,85.0,2,,https://www.cian.ru/sale/flat/317397052/
28800000.0,Раменки,Мичуринский проспект, Лобачевского,114с1,24,49,43.9,1,Событие,https://www.cian.ru/sale/flat/308063057/
28999000.0,Покровское-Стрешнево,Трикотажная,,,12,45,80.6,3,Скай Гарден ЖК,https://www.cian.ru/sale/flat/303671714/
29500000.0,Гагаринский,Академическая, Вавилова,52К1,4,11,39.0,2,Вавилова 52,https://www.cian.ru/sale/flat/317534548/
29900000.0,Пресненский,Баррикадная,Зоологическая ,12К2,2,16,56.0,2,,https://www.cian.ru/sale/flat/306323071/
30000000.0,Хамовники,Парк Культуры,Комсомольский проспект,14/1К3,3,5,56.2,2,,https://www.cian.ru/sale/flat/300013327/
29900000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,14,41,48.0,1,Hide,https://www.cian.ru/sale/flat/308207546/
31150000.0,Филевский парк,Фили,Береговой проезд,5к1,11,31,70.0,3,Фили Град,https://www.cian.ru/sale/flat/317607139/
31400000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,22,41,45.0,1,Hide,https://www.cian.ru/sale/flat/316987854/
31499000.0,Очаково-Матвеевское,Аминьевская,Очаковское шоссе,5к3,19,33,77.0,3,Матвеевский парк,https://www.cian.ru/sale/flat/317617778/
31500000.0,Черемушки,Зюзино,Херсонская ,43к5,22,32,44.7,2,ONYX Deluxe,https://www.cian.ru/sale/flat/316623553/
31500000.0,Обручевский,Новаторская,Ленинский проспект,99,3,16,91.0,3,,https://www.cian.ru/sale/flat/315362213/
32000000.0,Ломоносовский,Вавиловская,Ленинский проспект,82/2,6,12,77.6,2,,https://www.cian.ru/sale/flat/307779937/
32900000.0,Щукино,Щукинская,Авиационная ,77к2,12,38,62.0,2,Алые Паруса,https://www.cian.ru/sale/flat/314792037/
33000000.0,Ломоносовский,Новаторская,Ленинский проспект,95,5,8,64.0,3,,https://www.cian.ru/sale/flat/308620536/
34000000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,14,41,55.8,2,Hide,https://www.cian.ru/sale/flat/312298271/
34500000.0,Котловка,Крымская,Севастопольский проспект,22А,20,42,71.5,2,Eniteo,https://www.cian.ru/sale/flat/311479991/
34500000.0,Можайский,Рабочий посёлок, Гришина,16,6,8,57.0,2,Level Кутузовский,https://www.cian.ru/sale/flat/316410116/
34800000.0,Можайский,Давыдково,Гжатская ,5к6,11,23,55.3,2,LIFE-Кутузовский,https://www.cian.ru/sale/flat/315645491/
35000000.0,Басманный,Чистые пруды,Чистопрудный бульвар,12К3,1,5,63.0,2,,https://www.cian.ru/sale/flat/317390291/
35300000.0,Хорошево-Мневники,Терехово , Нижние Мневники,9,9,21,44.3,1,Остров,https://www.cian.ru/sale/flat/316523759/
35000000.0,Хамовники,Спортивная, Доватора,11К2,1,5,70.0,3,,https://www.cian.ru/sale/flat/316791851/
35000000.0,Даниловский,Серпуховская,Дубининская ,59Б,7,45,64.0,3,Павелецкая Сити,https://www.cian.ru/sale/flat/313990147/
37800000.0,Филевский парк,Фили,Береговой проезд,3,4,29,57.9,1,Береговой,https://www.cian.ru/sale/flat/312989612/
37800000.0,Пресненский,Баррикадная,Вспольный переулок,16С2,9,9,53.0,2,,https://www.cian.ru/sale/flat/314791922/
38000000.0,Даниловский,Автозаводская, Эдуарда Стрельцова,2к2,11,20,75.6,2,,https://www.cian.ru/sale/flat/317698490/
37950000.0,Нижегородский,Нижегородская,Рязанский проспект,2/1к3М,12,17,88.0,3,SREDA,https://www.cian.ru/sale/flat/317288188/
38000000.0,Академический,Академическая,Профсоюзная ,5/9,6,8,70.0,2,,https://www.cian.ru/sale/flat/310928418/
38400000.0,Покровское-Стрешнево,Спартак,Волоколамское шоссе,71/8к1,5,8,75.2,3,Город на Реке Тушино-2018,https://www.cian.ru/sale/flat/317771387/
38336000.0,Филевский парк,Фили,Багратионовский проезд,5,35,58,64.0,2,Famous,https://www.cian.ru/sale/flat/316130213/
39800000.0,Хорошево-Мневники,Терехово ,Жилой комплекс остров,4-й кв-л,10,12,82.6,3,Остров,https://www.cian.ru/sale/flat/316129697/
40000000.0,Тверской,Белорусская,2-й Лесной переулок,10,5,12,70.4,3,,https://www.cian.ru/sale/flat/316390027/
39990000.0,Лефортово,Авиамоторная, Крузенштерна,12к3,11,26,85.0,3,Символ,https://www.cian.ru/sale/flat/315879112/
39999000.0,Лефортово,Авиамоторная,Красноказарменная ,14Ак2,8,19,76.9,3,Пётр I,https://www.cian.ru/sale/flat/314629959/
42500000.0,Академический,Академическая,проспект 60-летия Октября,8,9,25,100.0,3,,https://www.cian.ru/sale/flat/315985588/
43000000.0,Пресненский,Улица 1905 года,Ходынская ,2,18,44,71.0,2,Пресня Сити,https://www.cian.ru/sale/flat/308562785/
43000000.0,Отрадное,Отрадное,Юрловский проезд,21,8,18,106.0,3,,https://www.cian.ru/sale/flat/317361553/
42990000.0,Свиблово,Ботанический сад,проезд Серебрякова,11к1,11,20,117.0,3,Silver,https://www.cian.ru/sale/flat/316602177/
44000000.0,Даниловский,Пролетарская,Павелецкая набережная,8Б,16,16,85.9,2,Резиденции Композиторов,https://www.cian.ru/sale/flat/311591985/
43900000.0,Раменки,Поклонная, Пырьева,9К1,10,22,90.0,2,,https://www.cian.ru/sale/flat/315519326/
44500000.0,Западное Дегунино,Селигерская,Ильменский проезд,14к1,39,43,104.4,3,Селигер Сити,https://www.cian.ru/sale/flat/314392088/
44900000.0,Соколиная гора,Измайлово,Мироновская ,25,7,29,104.0,3,,https://www.cian.ru/sale/flat/316136853/
45000000.0,Раменки,Ломоносовский проспект,Мичуринский проспект,7,3,24,78.0,2,Квартал Шуваловский,https://www.cian.ru/sale/flat/315865916/
45000000.0,Москворечье-Сабурово,Варшавская,Каширский проезд,25к2,26,28,68.9,3,LIFE Варшавская,https://www.cian.ru/sale/flat/316524585/
45000000.0,Раменки,Аминьевская, Василия Ланового,3,8,26,92.0,3,Событие,https://www.cian.ru/sale/flat/317570091/
45320000.0,Раменки,Ломоносовский проспект,Минская ,1ГК2,9,22,67.5,2,Золотые Ключи 2,https://www.cian.ru/sale/flat/316158239/
46000000.0,Тверской,Маяковская,Тверская ,27С2,6,7,56.0,2,,https://www.cian.ru/sale/flat/317605686/
46400000.0,Кунцево,Кунцевская,Молодогвардейская ,2К1,19,22,96.9,3,,https://www.cian.ru/sale/flat/316030125/
46500000.0,Раменки,Аминьевская, Янковского,1к1,10,10,86.0,3,Событие,https://www.cian.ru/sale/flat/316419944/
47000000.0,Хорошево-Мневники,Терехово ,Жилой комплекс остров,4-й кв-л,2,12,119.8,3,Остров,https://www.cian.ru/sale/flat/314097495/
47000000.0,Раменки,Аминьевская, Лобачевского,120к1,2,39,69.0,2,Крылья,https://www.cian.ru/sale/flat/312575064/
46962520.0,Хорошевский,Хорошёвская,,,23,51,97.03,3,Сезар Сити ЖК,https://www.cian.ru/sale/flat/303106775/
47400000.0,Савеловский,Савёловская,2-я Квесисская ,20к1,13,23,124.0,3,,https://www.cian.ru/sale/flat/309347483/
48000000.0,Ростокино,Ботанический сад, Вильгельма Пика,1,30,48,89.4,3,Режиссёр,https://www.cian.ru/sale/flat/317414584/
47990000.0,Хорошево-Мневники,Терехово ,Жилой комплекс остров,6-й кв-л,22,22,72.0,1,Остров,https://www.cian.ru/sale/flat/309272650/
47900000.0,Раменки,Раменки,Мосфильмовская ,88к2с7,16,21,82.5,2,Мосфильмовский,https://www.cian.ru/sale/flat/316328937/
48500000.0,Хамовники,Лужники, Хамовнический Вал,2,3,11,90.0,3,,https://www.cian.ru/sale/flat/316475281/
51000000.0,Раменки,Мичуринский проспект, Василия Ланового,7с1,15,32,85.6,3,Событие,https://www.cian.ru/sale/flat/316242906/
51750000.0,Дорогомилово,Киевская,Бережковская набережная,12,4,8,96.0,3,,https://www.cian.ru/sale/flat/304067577/
52000000.0,Хорошево-Мневники,Полежаевская,Шелепихинская набережная,42к2,7,27,84.9,3,FreeDOM,https://www.cian.ru/sale/flat/317219485/
53000000.0,Хорошево-Мневники,Терехово , Нижние Мневники,16к2,19,23,96.7,3,Остров,https://www.cian.ru/sale/flat/314097499/
53000000.0,Хамовники,Киевская,Саввинская набережная,3,4,9,77.0,2,,https://www.cian.ru/sale/flat/311816697/
54500000.0,Марфино,Останкино, Академика Королева,21,4,28,96.6,3,Дом Достижение,https://www.cian.ru/sale/flat/317502171/
55000000.0,Беговой,Динамо,Ленинградский проспект,29к2,20,21,67.5,2,Царская площадь,https://www.cian.ru/sale/flat/311341337/
55000000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,34к3зд6,31,36,72.0,2,Сердце Столицы,https://www.cian.ru/sale/flat/317339732/
55500000.0,Хорошево-Мневники,Народное Ополчение,проспект Маршала Жукова,78,24,48,155.5,3,Континенталь,https://www.cian.ru/sale/flat/314133290/
55500000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,34к5,41,41,84.0,3,Сердце Столицы,https://www.cian.ru/sale/flat/316239113/
56000000.0,Пресненский,Улица 1905 года,Шмитовский проезд,16С1,6,25,89.0,2,Шмитовский 16,https://www.cian.ru/sale/flat/310916939/
57900000.0,Красносельский,Красные ворота,Садовая-Спасская ,21/1,3,26,63.7,2,,https://www.cian.ru/sale/flat/316937966/
58000000.0,Раменки,Аминьевская, Лобачевского,120к1,37,39,95.0,3,Крылья,https://www.cian.ru/sale/flat/309910230/
58500000.0,Дорогомилово,Киевская,Кутузовский проспект,5/3,8,9,90.0,3,,https://www.cian.ru/sale/flat/312727133/
59000000.0,Раменки,Мичуринский проспект, Василия Ланового,7с1,14,35,102.7,2,Событие,https://www.cian.ru/sale/flat/316734113/
59900000.0,Раменки,Аминьевская, Лобачевского,120к1,30,38,100.2,3,Крылья,https://www.cian.ru/sale/flat/312677611/
62800000.0,Филевский парк,Филёвский парк,Кастанаевская ,24,4,23,100.0,3,Изумруд,https://www.cian.ru/sale/flat/312706709/
63000000.0,Раменки,Ломоносовский проспект,Мосфильмовская ,70к1,25,38,144.0,3,Воробьевы Горы,https://www.cian.ru/sale/flat/311611882/
64000000.0,Щукино,Щукинская,Авиационная ,79,14,30,120.0,3,Алые Паруса,https://www.cian.ru/sale/flat/317806386/
65000000.0,Дорогомилово,Парк Победы,,3к8,6,10,65.0,2,Виктори Парк Резиденсез ЖК,https://www.cian.ru/sale/flat/315205512/
64500000.0,Замоскворечье,Серпуховская,Мытная ,7с1,5,17,73.1,2,Английский квартал,https://www.cian.ru/sale/flat/312630744/
65900000.0,Раменки,Ломоносовский проспект,Минская ,1ГК1,11,21,119.0,3,Золотые Ключи 2,https://www.cian.ru/sale/flat/315882080/
66000000.0,Пресненский,Москва-Сити,Шмитовский проезд,16С2,8,22,123.3,3,Шмитовский 16,https://www.cian.ru/sale/flat/316387365/
66150000.0,Пресненский,Улица 1905 года,Ходынская ,2,32,44,88.0,3,Пресня Сити,https://www.cian.ru/sale/flat/315395420/
69400000.0,Очаково-Матвеевское,Славянский бульвар,Нежинская ,1к4,14,31,108.3,3,Кутузовская Ривьера,https://www.cian.ru/sale/flat/316010015/
70000000.0,Раменки,Минская,Минская ,1ГсА,10,14,91.9,3,Собрание клубных домов West Garden,https://www.cian.ru/sale/flat/314945841/
69900000.0,Раменки,Аминьевская, Янковского,1к1,7,10,99.0,3,Событие,https://www.cian.ru/sale/flat/316753584/
70000000.0,Пресненский,Арбатская,Мерзляковский переулок,5/1,5,6,80.0,3,,https://www.cian.ru/sale/flat/301573903/
72000000.0,Раменки,Минская,проспект Генерала Дорохова,39к2А,2,12,102.0,3,Собрание клубных домов West Garden,https://www.cian.ru/sale/flat/301669584/
72500000.0,Раменки,Ломоносовский проспект,Минская ,1ГК3,5,20,160.0,3,Золотые Ключи 2,https://www.cian.ru/sale/flat/317664210/
75000000.0,Хорошево-Мневники,Терехово , Нижние Мневники,16к5,17,23,106.5,3,Остров,https://www.cian.ru/sale/flat/315363714/
75000000.0,Дорогомилово,Киевская,Бережковская набережная,12,9,9,88.7,3,,https://www.cian.ru/sale/flat/302300251/
76000000.0,Хорошево-Мневники,Терехово , Нижние Мневники,10,6,8,75.0,3,Остров,https://www.cian.ru/sale/flat/315509023/
77000000.0,Беговой,Белорусская,Ленинградский проспект,вл8,21,38,103.0,3,Slava,https://www.cian.ru/sale/flat/316658193/
79000000.0,Нагатинский затон,Нагатинский Затон, Корабельная,3А,15,15,110.2,3,Ривер Парк Коломенское,https://www.cian.ru/sale/flat/314745543/
80000000.0,Пресненский,Тверская,Большой Козихинский переулок,19/6,2,7,90.0,3,,https://www.cian.ru/sale/flat/302552929/
79900000.0,Гагаринский,Ленинский проспект,Ленинский проспект,38,8,17,111.5,3,Lunar,https://www.cian.ru/sale/flat/312866792/
83400000.0,Беговой,Белорусская,Верхняя ,20к1,4,6,75.0,2,Суббота,https://www.cian.ru/sale/flat/312891018/
84000000.0,Пресненский,Улица 1905 года, Сергея Макеева,9к2,7,17,73.0,2,RedSide,https://www.cian.ru/sale/flat/315643056/
83900000.0,Арбат,Арбатская,Староконюшенный переулок,45,2,6,52.2,2,Клубный дом на Арбате,https://www.cian.ru/sale/flat/313996353/
85000000.0,Тверской,Новослободская,Краснопролетарская ,9К2,3,13,139.7,3,,https://www.cian.ru/sale/flat/311855903/
85000000.0,Раменки,Ломоносовский проспект,Мосфильмовская ,8,10,53,138.0,3,Дом на Мосфильмовской,https://www.cian.ru/sale/flat/302461199/
90000000.0,Очаково-Матвеевское,Матвеевская,Нежинская ,5к2,13,25,88.4,3,Городские резиденции SPIRES,https://www.cian.ru/sale/flat/309671138/
94000000.0,Пресненский,Улица 1905 года, Сергея Макеева,,3,23,89.0,3,Квартал Life Time,https://www.cian.ru/sale/flat/317215141/
95000000.0,Хорошево-Мневники,Серебряный Бор, Паршина,10,18,21,106.0,3,Серебряный парк,https://www.cian.ru/sale/flat/315753420/
95000000.0,Раменки,Ломоносовский проспект,Мосфильмовская ,70к2,29,42,186.0,3,Воробьевы Горы,https://www.cian.ru/sale/flat/311102689/
95900000.0,Хорошевский,ЦСКА, Гризодубовой,4К4,15,18,183.0,3,Гранд-парк,https://www.cian.ru/sale/flat/307256093/
96705000.0,Раменки,Поклонная,проспект Генерала Дорохова,39к1,8,14,92.1,3,Собрание клубных домов West Garden,https://www.cian.ru/sale/flat/313806808/
97000000.0,Пресненский,Пушкинская,Большой Палашевский переулок,3,4,12,96.8,3,,https://www.cian.ru/sale/flat/310836678/
102000000.0,Якиманка,Шаболовская,Ленинский проспект,13,11,12,130.0,3,,https://www.cian.ru/sale/flat/317566462/
112500000.0,Пресненский,Белорусская,Электрический переулок,1к5Е,13,14,62.5,2,,https://www.cian.ru/sale/flat/317573557/
115000000.0,Замоскворечье,Третьяковская, Малая Ордынка,3,5,7,130.0,3,,https://www.cian.ru/sale/flat/316994158/
125000000.0,Арбат,Смоленская, Арбат,39,2,7,65.1,2,Artisan,https://www.cian.ru/sale/flat/303953557/
139000000.0,Мещанский,Достоевская, Советской Армии,6,5,12,109.0,3,Barkli Park,https://www.cian.ru/sale/flat/314600078/
139837500.0,Якиманка,Полянка, Большая Полянка,44,2,7,123.75,3,Полянка/44,https://www.cian.ru/sale/flat/315410470/
144553499.0,Якиманка,Добрынинская, Большая Полянка,61С2,6,6,145.0,2,,https://www.cian.ru/sale/flat/302342877/
145000000.0,Тверской,Пушкинская,Страстной бульвар,10к1,3,10,135.0,3,,https://www.cian.ru/sale/flat/303027207/
148990000.0,Басманный,Чистые пруды,Потаповский переулок,6С1,2,5,67.4,2,Абрикосов,https://www.cian.ru/sale/flat/314364593/
157046000.0,Якиманка,Полянка,2-й Спасоналивковский переулок,6,6,7,105.4,3,Полянка/44,https://www.cian.ru/sale/flat/315408477/
160614999.0,Очаково-Матвеевское,Матвеевская,Староволынская ,15к4,6,7,220.0,3,Ближняя дача,https://www.cian.ru/sale/flat/315398470/
160000000.0,Таганский,Таганская, Станиславского,11,4,6,137.0,3,,https://www.cian.ru/sale/flat/315353873/
173173000.0,Якиманка,Полянка, Большая Полянка,44/2,5,7,121.1,3,Полянка/44,https://www.cian.ru/sale/flat/316021360/
172000000.0,Хамовники,Спортивная,Новодевичий проезд,6С2,5,11,81.4,2,ДОМ XXII,https://www.cian.ru/sale/flat/316309397/
192737999.0,Таганский,Чкаловская,Серебряническая набережная,19,2,6,140.0,2,АртХаус,https://www.cian.ru/sale/flat/302250937/
200000000.0,Раменки,Мичуринский проспект, Сергея Бондарчука,4,4,12,125.0,3,Река,https://www.cian.ru/sale/flat/313338946/
200000000.0,Хамовники,Фрунзенская,Погодинская ,2,3,13,103.0,3,Жизнь на Плющихе,https://www.cian.ru/sale/flat/313582128/
240922499.0,Арбат,Смоленская,Малый Новопесковский переулок,8,2,14,184.0,3,Дом на Смоленской набережной,https://www.cian.ru/sale/flat/305880115/
241241100.0,Арбат,Смоленская, Новый Арбат,29,10,17,200.3,2,,https://www.cian.ru/sale/flat/314217327/
290000000.0,Якиманка,Третьяковская,Большой Толмачевский переулок,5С9,3,14,124.7,3,Дом Лаврушинский,https://www.cian.ru/sale/flat/316278864/
439380456.0,Хамовники,Кропоткинская,Пречистенская набережная,17-19,4,7,175.0,2,Barkli Plaza,https://www.cian.ru/sale/flat/315702571/
449839499.0,Красносельский,Тургеневская,Сретенский бульвар,6/1С1,5,5,231.0,3,,https://www.cian.ru/sale/flat/317410376/
480000000.0,Хамовники,Парк Культуры,1-й Неопалимовский переулок,8,11,12,270.0,3,Венский дом,https://www.cian.ru/sale/flat/312579534/
490000000.0,Хамовники,Спортивная, Усачева,11И,11,12,230.32,3,Садовые кварталы,https://www.cian.ru/sale/flat/315209212/
1499900000.0,Хамовники,Парк Культуры,Молочный переулок,6,5,5,360.0,3,,https://www.cian.ru/sale/flat/315552461/
3490000.0,Соколиная гора,Соколиная гора, 8-я Соколиной Горы,18К1,1,5,72.0,-1,,https://www.cian.ru/sale/flat/317817524/
3900000.0,Раменки,Ломоносовский проспект,Мосфильмовская ,39К3,8,8,30.0,-1,,https://www.cian.ru/sale/flat/315253392/
4420806.0,Выхино-Жулебино,Жулебино,Привольная ,56,16,24,78.0,3,Приволье,https://www.cian.ru/sale/flat/317720849/
6590000.0,,Толстопальцево, Северная,13,2,12,41.89,1,,https://www.cian.ru/sale/flat/308640844/
6990000.0,Троицк,, Георгия Скребицкого,7,4,4,38.2,1,,https://www.cian.ru/sale/flat/316583450/
7500000.0,,Апрелевка,,8,4,5,43.3,2,,https://www.cian.ru/sale/flat/317552667/
7600000.0,Капотня,Люблино,4-й кв-л,8,12,16,38.0,1,,https://www.cian.ru/sale/flat/316935952/
7950000.0,,Санино,,,2,14,32.67,1,Квартал Западный ЖК,https://www.cian.ru/sale/flat/317756477/
8000000.0,Ивановское,Новогиреево, Сталеваров,8/22К1,8,9,32.6,1,,https://www.cian.ru/sale/flat/317159764/
8100000.0,Некрасовка,Люберцы,2-я Вольская ,26,11,16,36.0,1,,https://www.cian.ru/sale/flat/316991254/
8100000.0,,Филатов Луг, Золотошвейная,7,7,9,34.8,1,Цветочные Поляны,https://www.cian.ru/sale/flat/316767519/
8100000.0,,Ватутинки, Яворки,1к5,10,16,33.5,1,Кленовые Аллеи,https://www.cian.ru/sale/flat/317712878/
8200000.0,,Апрелевка,,23А,13,16,44.9,1,Престиж,https://www.cian.ru/sale/flat/312717216/
8150000.0,,Филатов Луг, Жемчужная,1к14,1,5,51.9,2,,https://www.cian.ru/sale/flat/317756609/
8300000.0,Алтуфьевский,Бескудниково,Путевой проезд,26,9,9,32.8,1,,https://www.cian.ru/sale/flat/316586688/
8300000.0,Можайский,Сетунь,Беловежская ,95,1,9,33.1,1,,https://www.cian.ru/sale/flat/316559309/
8600000.0,,Кедровая, 3-я Нововатутинская,15к1,5,12,29.3,1,"Новые Ватутинки, мкр. Центральный",https://www.cian.ru/sale/flat/315441530/
8790000.0,Южное Бутово,Улица Горчакова,Южнобутовская ,62,5,12,35.3,1,,https://www.cian.ru/sale/flat/316878278/
8800000.0,Новогиреево,Кусково,Полимерная ,5,8,9,34.8,1,,https://www.cian.ru/sale/flat/315139283/
8990000.0,,,,,1,5,69.1,3,,https://www.cian.ru/sale/flat/317649071/
8980000.0,Люблино,Люблино,Совхозная ,3,1,14,39.4,1,,https://www.cian.ru/sale/flat/316636190/
8990000.0,Южное Бутово,Бунинская аллея,Южнобутовская ,84,3,9,35.5,1,,https://www.cian.ru/sale/flat/316243521/
8980000.0,,Филатов Луг, Жемчужная,1к21,3,5,33.0,1,,https://www.cian.ru/sale/flat/316421911/
9190000.0,,Апрелевка, Вышгородская,25,2,3,65.6,2,,https://www.cian.ru/sale/flat/317293142/
9300000.0,,Коммунарка,,к1,17,23,35.0,1,Новая Звезда ЖК,https://www.cian.ru/sale/flat/315764514/
9400000.0,,Силикатная,шоссе Рязановское,31к1,5,13,45.8,2,Алхимово,https://www.cian.ru/sale/flat/313080829/
9500000.0,Южное Бутово,Бунинская аллея,проезд Чечерский,64,2,9,39.3,1,,https://www.cian.ru/sale/flat/317698893/
9500000.0,Некрасовка,Некрасовка, Маршала Еременко,5к1,15,16,31.8,1,В некрасовке-2 ,https://www.cian.ru/sale/flat/315957058/
9500000.0,Свиблово,Свиблово,проезд Нансена,12К1,3,5,31.0,1,,https://www.cian.ru/sale/flat/316874365/
9600000.0,Молжаниновский,Новоподрезково,Ленинградское шоссе,229Ак2,10,17,36.0,2,Молжаниново,https://www.cian.ru/sale/flat/317805071/
9600000.0,,Филатов Луг, Жемчужная,1к10,2,5,39.0,1,,https://www.cian.ru/sale/flat/316368709/
9550000.0,,Ольховая, Облепиховая,29,1,3,43.0,1,,https://www.cian.ru/sale/flat/313434541/
9750000.0,Южное Тушино,Сходненская,Туристская ,2К1,1,9,32.3,1,,https://www.cian.ru/sale/flat/314171750/
9790000.0,,Рассказовка, Москвитина,5к4,14,25,39.7,2,Город-парк Первый Московский,https://www.cian.ru/sale/flat/311245222/
9800000.0,Преображенское,Черкизовская,Большая Черкизовская ,32К5,8,12,38.6,2,,https://www.cian.ru/sale/flat/313390705/
9780000.0,,Филатов Луг, Золотошвейная,3,9,9,35.0,1,Цветочные Поляны,https://www.cian.ru/sale/flat/316418908/
9900000.0,Перово,Перово,2-я Владимирская ,15К1,4,5,33.0,1,,https://www.cian.ru/sale/flat/317063512/
9950000.0,Северное Тушино,Сходненская, Героев Панфиловцев,37К4,10,17,35.0,1,,https://www.cian.ru/sale/flat/315757449/
9980000.0,Перово,Перово, Металлургов,38,4,12,38.4,2,,https://www.cian.ru/sale/flat/315987738/
10200000.0,Чертаново Южное,Пражская, Подольских Курсантов,18К1,3,9,32.7,1,,https://www.cian.ru/sale/flat/316125122/
10199990.0,Кузьминки,Кузьминки,Окская ,22/2,1,9,32.7,1,,https://www.cian.ru/sale/flat/317335803/
10300000.0,Хорошево-Мневники,Народное Ополчение,Карамышевская набережная,26к1,9,9,32.0,1,,https://www.cian.ru/sale/flat/316422402/
10250000.0,Крюково,Зеленоград — Крюково,проспект Георгиевский,33Ак1,17,17,46.7,1,Жемчужина Зеленограда,https://www.cian.ru/sale/flat/316307080/
10400000.0,Молжаниновский,Молжаниново,Ленинградское шоссе,228к3,9,15,38.1,1,1-й Ленинградский,https://www.cian.ru/sale/flat/302615932/
10489000.0,,Потапово, Потаповская Роща,1к1,2,3,35.0,1,,https://www.cian.ru/sale/flat/315761218/
10500000.0,Перово,Перово, Плющева,18К2,2,12,44.9,2,,https://www.cian.ru/sale/flat/317573919/
10490000.0,Нагатино-Садовники,Коломенская,проспект Андропова,50к1,6,9,30.9,1,,https://www.cian.ru/sale/flat/316332296/
10500000.0,Перово,Перово, Плющева,16,2,5,31.0,1,,https://www.cian.ru/sale/flat/315285325/
10500000.0,Молжаниновский,Молжаниново,Ленинградское шоссе,228к4,5,15,36.3,1,1-й Ленинградский,https://www.cian.ru/sale/flat/314529859/
10500000.0,Богородское,Белокаменная,Миллионная ,13К1,5,9,34.9,1,,https://www.cian.ru/sale/flat/313084247/
10608395.0,Некрасовка,Некрасовка, Липчанского,10,12,25,39.9,1,Некрасовка,https://www.cian.ru/sale/flat/296104063/
10599999.0,Капотня,Люблино,4-й кв-л,6,11,12,50.6,2,,https://www.cian.ru/sale/flat/305510471/
10700000.0,Преображенское,Преображенская площадь,Халтуринская ,17,2,9,29.8,1,,https://www.cian.ru/sale/flat/312464548/
10700000.0,Черемушки,Зюзино, Каховка,22К5,1,12,38.2,2,,https://www.cian.ru/sale/flat/304516413/
10700000.0,Северное Тушино,Планерная,Планерная ,16К1,1,5,44.3,2,,https://www.cian.ru/sale/flat/316762119/
10699999.0,Выхино-Жулебино,Юго-Восточная, Чугунные Ворота,21К4,1,9,47.1,2,,https://www.cian.ru/sale/flat/314952668/
10700000.0,Кузьминки,Рязанский проспект, Федора Полетаева,38,5,9,39.2,2,,https://www.cian.ru/sale/flat/316499086/
10800000.0,Измайлово,Первомайская,7-я Парковая ,2К2,1,5,46.0,2,,https://www.cian.ru/sale/flat/316948463/
10800000.0,Южное Бутово,Улица Горчакова, Адмирала Лазарева,38К1,9,14,37.9,1,,https://www.cian.ru/sale/flat/315163705/
10800000.0,Ивановское,Новогиреево,шоссе Энтузиастов,98К4,8,9,46.1,2,,https://www.cian.ru/sale/flat/315436841/
10800000.0,Можайский,Сетунь,Сколковское шоссе,8,1,12,38.0,2,,https://www.cian.ru/sale/flat/317756668/
10800000.0,Солнцево,Солнцево,Производственная ,3,8,16,37.4,1,,https://www.cian.ru/sale/flat/317142473/
10790000.0,Бибирево,Бибирево, Корнейчука,22,12,14,38.4,2,,https://www.cian.ru/sale/flat/313731701/
10990000.0,Марьино,Братиславская,Братиславская ,5,2,17,36.0,1,,https://www.cian.ru/sale/flat/316011817/
11000000.0,Северное Тушино,Сходненская,бульвар Яна Райниса,32,11,12,44.4,2,,https://www.cian.ru/sale/flat/303777743/
11000000.0,Ховрино,Грачёвская,Клинская ,9,6,9,44.4,2,,https://www.cian.ru/sale/flat/315761244/
11000000.0,Коньково,Университет Дружбы Народов, Академика Волгина,13,1,9,32.9,1,,https://www.cian.ru/sale/flat/307344153/
11000000.0,Бирюлево Восточное,Лебедянская,Лебедянская ,23,11,12,50.4,2,,https://www.cian.ru/sale/flat/317688221/
11000000.0,Старое Крюково,Зеленоград — Крюково,Зеленоград,к832,6,12,41.7,2,,https://www.cian.ru/sale/flat/316125699/
11190000.0,Бибирево,Бибирево, Корнейчука,36Б,9,9,36.0,1,,https://www.cian.ru/sale/flat/315213859/
11299999.0,Марьино,Марьино,Луговой проезд,7,10,12,39.7,1,,https://www.cian.ru/sale/flat/315986947/
11200000.0,,Потапово, Потаповская Роща,6к2,1,4,36.2,1,,https://www.cian.ru/sale/flat/316945664/
11200000.0,Некрасовка,Некрасовка,Покровская ,17к3,8,17,39.6,1,Некрасовка,https://www.cian.ru/sale/flat/316604052/
11400000.0,Чертаново Центральное,Южная,Чертановская ,24К2,8,9,43.4,2,,https://www.cian.ru/sale/flat/315519854/
11350000.0,Новокосино,Новокосино,Новокосинская ,29,15,17,38.6,1,,https://www.cian.ru/sale/flat/317622919/
11400000.0,Вешняки,Выхино,Косинская ,16К1,6,14,45.0,2,,https://www.cian.ru/sale/flat/312109708/
11300000.0,Молжаниновский,Новоподрезково,Ленинградское шоссе,228к2,2,14,42.0,2,1-й Ленинградский,https://www.cian.ru/sale/flat/304286424/
11400000.0,Чертаново Центральное,Пражская, Красного Маяка,11К1,9,9,50.0,3,,https://www.cian.ru/sale/flat/315256990/
