price,district,underground,street,house_number,floor,floors_count,total_meters,rooms_count,residential_complex,url
39950000.0,Хорошево-Мневники,Народное Ополчение,Карамышевская набережная,2А,5,34,86.3,2,Утесов,https://www.cian.ru/sale/flat/314905510/
44500000.0,Можайский,Давыдково,Гжатская ,5к4,5,23,84.2,3,LIFE-Кутузовский,https://www.cian.ru/sale/flat/314411947/
46000000.0,Хорошево-Мневники,Мнёвники,Шелепихинская набережная,42к1,17,19,65.0,2,FreeDOM,https://www.cian.ru/sale/flat/316944758/
52601412.0,Хамовники,Смоленская,Смоленский бульвар,22/14,4,8,69.8,2,,https://www.cian.ru/sale/flat/302999320/
67000000.0,Раменки,Поклонная,проспект Генерала Дорохова,39к1Б,13,14,71.1,3,Собрание клубных домов West Garden,https://www.cian.ru/sale/flat/315343012/
79000000.0,Тверской,Тверская,Тверская ,15,5,9,96.3,3,,https://www.cian.ru/sale/flat/315150423/
83000000.0,Таганский,Площадь Ильича,Большая Андроньевская ,7,4,7,101.2,3,The Mostman,https://www.cian.ru/sale/flat/317822534/
92666936.0,Пресненский,Маяковская,Садовая-Кудринская ,28-30,3,6,102.0,3,,https://www.cian.ru/sale/flat/310880478/
96800000.0,Очаково-Матвеевское,Матвеевская,Староволынская ,15к1,3,6,96.4,3,Ближняя дача,https://www.cian.ru/sale/flat/316413429/
149000000.0,Клубный дом в е Мосфильмовской3-комн. квартира,,116 м²,,6,11,116.0,3,,https://www.cian.ru/sale/flat/312915266/
150000000.0,Хорошевский,Аэропорт,Чапаевский переулок,3,34,57,177.0,3,Триумф-Палас,https://www.cian.ru/sale/flat/307255457/
175000000.0,Арбат,Смоленская,Малый Новопесковский переулок,8,3,17,102.0,3,Дом на Смоленской набережной,https://www.cian.ru/sale/flat/313857507/
185000000.0,Хамовники,Фрунзенская,Олсуфьевский переулок,9к1,4,15,84.6,3,White Khamovniki,https://www.cian.ru/sale/flat/314013383/
8200000.0,Орехово-Борисово Северное,Домодедовская,Домодедовская ,1К1,1,9,32.4,1,,https://www.cian.ru/sale/flat/317367449/
12500000.0,Таганский,Пролетарская,Малая Калитниковская ,9,2,9,42.6,2,,https://www.cian.ru/sale/flat/317641264/
12700000.0,,Коммунарка,бульвар Скандинавский,2к2,3,17,44.0,1,Скандинавия,https://www.cian.ru/sale/flat/317648488/
12950000.0,Царицыно,Кавказский бульвар,Севанская ,15К1,12,12,37.1,2,,https://www.cian.ru/sale/flat/317764433/
13000000.0,Дмитровский,Яхромская,Икшинская ,10,3,5,30.6,1,,https://www.cian.ru/sale/flat/313207708/
16100000.0,Коньково,Беляево, Генерала Антонова,5К1,5,9,44.8,2,,https://www.cian.ru/sale/flat/317245762/
16950000.0,Люблино,Депо,Краснодарская ,10А,8,14,53.0,2,,https://www.cian.ru/sale/flat/315236960/
18000000.0,Южное Бутово,Бульвар Адмирала Ушакова,Южнобутовская ,9,3,10,83.6,3,,https://www.cian.ru/sale/flat/317222463/
18800000.0,Очаково-Матвеевское,Матвеевская,Веерная ,4к2,2,23,49.0,2,,https://www.cian.ru/sale/flat/316781816/
19000000.0,Коньково,Беляево, Генерала Антонова,5К1,5,9,58.5,3,,https://www.cian.ru/sale/flat/317245651/
20200000.0,Очаково-Матвеевское,Мичуринский проспект,,к1,51,53,37.4,2,Левел Мичуринский ЖК,https://www.cian.ru/sale/flat/296060335/
22000000.0,Хорошевский,Полежаевская,Хорошевское шоссе,21А,4,5,57.5,2,,https://www.cian.ru/sale/flat/310065061/
27000000.0,Филевский парк,Багратионовская,Барклая ,6Ак1,18,24,62.7,2,Барклая 6,https://www.cian.ru/sale/flat/316361543/
31000000.0,Хорошево-Мневники,Народное Ополчение,Карамышевская набережная,34,9,19,57.0,2,Wellton park,https://www.cian.ru/sale/flat/315974003/
31500000.0,Ростокино,Ботанический сад, Вильгельма Пика,3С1,7,48,55.5,1,Режиссёр,https://www.cian.ru/sale/flat/317712352/
34000000.0,Хамовники,Фрунзенская,Оболенский переулок,7,1,10,63.5,2,,https://www.cian.ru/sale/flat/312574499/
35946863.0,Даниловский,Тульская,Автозаводская ,26/1,8,20,90.8,3,FORST,https://www.cian.ru/sale/flat/316896018/
36100000.0,Северный,Физтех,Дмитровское шоссе,122Гк1,1,4,89.6,3,,https://www.cian.ru/sale/flat/311350100/
37000000.0,Хорошево-Мневники,Бульвар Генерала Карбышева,бульвар Генерала Карбышева,15,5,30,60.0,3,Union Park,https://www.cian.ru/sale/flat/314384210/
38200000.0,Ховрино,Речной вокзал, Ляпидевского,2К1,5,16,120.0,3,,https://www.cian.ru/sale/flat/315606893/
42000000.0,Пресненский,Белорусская, Пресненский Вал,,20,26,53.16,1,Republic,https://www.cian.ru/sale/flat/313283936/
44000000.0,Даниловский,Павелецкая,Дубининская ,59А,25,46,57.2,3,Павелецкая Сити,https://www.cian.ru/sale/flat/315564866/
45500000.0,Раменки,Аминьевская, Лобачевского,120к1,18,40,85.0,3,Крылья,https://www.cian.ru/sale/flat/316720773/
45900000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,17,41,68.0,3,Hide,https://www.cian.ru/sale/flat/317610845/
48000000.0,Хорошево-Мневники,Терехово ,проезд Проектируемый № 1074,,2,23,114.0,1,Остров,https://www.cian.ru/sale/flat/314097481/
48000000.0,Басманный,Электрозаводская, Новая Дорога,9,2,15,77.0,3,Bauman House,https://www.cian.ru/sale/flat/311229180/
52000000.0,Пресненский,Белорусская,к2.2,к2.2,5,26,68.28,2,Репаблик ЖК,https://www.cian.ru/sale/flat/316703769/
52000000.0,Кунцево,Кунцевская,Молодогвардейская ,8к1,12,13,95.4,3,,https://www.cian.ru/sale/flat/315876688/
57500000.0,Красносельский,Площадь трёх вокзалов,Большая Спасская ,35,3,28,68.0,3,Dialog,https://www.cian.ru/sale/flat/315975662/
60000000.0,Якиманка,Боровицкая, Серафимовича,2,10,11,60.0,3,,https://www.cian.ru/sale/flat/309775039/
69900000.0,Раменки,Аминьевская, Янковского,1к1,7,25,99.0,3,Событие,https://www.cian.ru/sale/flat/315415139/
72000000.0,Можайский,Давыдково,Гжатская ,5к2,12,23,112.0,3,LIFE-Кутузовский,https://www.cian.ru/sale/flat/317527874/
72000000.0,Хорошево-Мневники,Серебряный Бор,Живописная ,21А,10,22,104.7,3,Дом Серебряный Бор,https://www.cian.ru/sale/flat/314947657/
78000000.0,Раменки,Ломоносовский проспект,Мосфильмовская ,70к4,4,18,156.3,3,Воробьевы Горы,https://www.cian.ru/sale/flat/315506009/
85000000.0,Замоскворечье,Серпуховская,Мытная ,7с1,3,17,97.5,3,Английский квартал,https://www.cian.ru/sale/flat/303869601/
90000000.0,Замоскворечье,Серпуховская,Мытная ,7с1,6,17,112.6,3,Английский квартал,https://www.cian.ru/sale/flat/304247053/
90000000.0,Тверской,Маяковская,Старопименовский переулок,10,4,12,81.0,3,,https://www.cian.ru/sale/flat/315556718/
92000000.0,Раменки,Университет,Ломоносовский проспект,25к1,3,19,112.0,3,Dominion,https://www.cian.ru/sale/flat/316992027/
99000000.0,Пресненский,Улица 1905 года,Звенигородское шоссе,11,9,16,77.2,3,Дизайнерский дом Eleven,https://www.cian.ru/sale/flat/317774884/
101520000.0,Красносельский,Тургеневская,Уланский переулок,13С1,3,5,94.0,3,"Уланский, 13",https://www.cian.ru/sale/flat/317576978/
161500000.0,Хамовники,Киевская,Погодинская ,2,4,13,95.0,2,Жизнь на Плющихе,https://www.cian.ru/sale/flat/316186342/
170000000.0,Арбат,Смоленская,Малый Новопесковский переулок,8,8,16,134.0,3,Дом на Смоленской набережной,https://www.cian.ru/sale/flat/317720761/
220920000.0,Хамовники,Парк Культуры, Пречистенка,33/19С2,2,2,157.8,3,,https://www.cian.ru/sale/flat/309347478/
297137749.0,Хамовники,Парк Культуры,Бутиковский переулок,5,2,6,150.0,3,Бутиковский 5,https://www.cian.ru/sale/flat/282559741/
24400000.0,Таганский,Марксистская,Таганская ,24С5,1,5,58.8,2,,https://www.cian.ru/sale/flat/306015204/
25900000.0,Дорогомилово,Студенческая,Кутузовский проспект,25,5,12,30.3,1,,https://www.cian.ru/sale/flat/303217488/
36500000.0,Очаково-Матвеевское,Аминьевская,,к4,14,34,78.0,3,Левел Мичуринский ЖК,https://www.cian.ru/sale/flat/314297163/
44700000.0,Хорошевский,Аэропорт,Ленинградский проспект,37/5,2,41,69.3,2,Прайм Парк,https://www.cian.ru/sale/flat/315696382/
46900000.0,Аэропорт,Гражданская,Кочновский проезд,4к1,27,33,94.9,3,Аэробус,https://www.cian.ru/sale/flat/314578436/
55000000.0,Хорошево-Мневники,Терехово ,проезд Проектируемый № 1074,1,22,22,95.0,3,Остров,https://www.cian.ru/sale/flat/310399504/
58200000.0,Хорошево-Мневники,Полежаевская,Шелепихинская набережная,42к2,21,27,85.0,3,FreeDOM,https://www.cian.ru/sale/flat/316714563/
95000000.0,Раменки,Университет,Ломоносовский проспект,25к5,7,21,105.7,3,Dominion,https://www.cian.ru/sale/flat/309889746/
96705000.0,Раменки,Поклонная,проспект Генерала Дорохова,39к1А,8,15,92.1,3,Собрание клубных домов West Garden,https://www.cian.ru/sale/flat/303957847/
11500000.0,Соколиная гора,Семёновская,Вольная ,4,2,12,41.0,1,,https://www.cian.ru/sale/flat/307275502/
12300000.0,Соколиная гора,Семёновская,Кирпичная ,8,12,14,35.0,1,,https://www.cian.ru/sale/flat/308097968/
23385120.0,Хорошевский,Хорошёвская,,,23,51,44.29,1,Сезар Сити ЖК,https://www.cian.ru/sale/flat/303106768/
24000000.0,Тропарево-Никулино,Юго-Западная, Академика Анохина,5К4,1,17,74.5,3,,https://www.cian.ru/sale/flat/310145053/
24500000.0,Марьина роща,Савёловская,Прайд жилой квартал,,7,22,47.0,2,PRIDE,https://www.cian.ru/sale/flat/316847399/
37150000.0,Раменки,Мичуринский проспект,Кинематографический кв-л,,4,51,75.0,2,Событие ЖК,https://www.cian.ru/sale/flat/317142076/
62000000.0,Арбат,Смоленская,Кривоарбатский переулок,19,4,6,110.0,3,,https://www.cian.ru/sale/flat/316412322/
75000000.0,Замоскворечье,Павелецкая,Большая Пионерская ,20,5,6,100.0,2,,https://www.cian.ru/sale/flat/317204131/
75000000.0,Даниловский,ЗИЛ,бульвар Братьев Весниных,1,7,40,93.4,3,ЗИЛАРТ,https://www.cian.ru/sale/flat/315881193/
77500000.0,Пресненский,Москва-Сити,Краснопресненская набережная,14Ак1,10,67,69.6,2,Capital Towers,https://www.cian.ru/sale/flat/314848971/
80000000.0,Басманный,Курская,переулок Лялин,,5,6,77.5,3,,https://www.cian.ru/sale/flat/315110417/
130000000.0,Дорогомилово,Парк Победы,,3к7,3,11,101.0,3,Виктори Парк Резиденсез ЖК,https://www.cian.ru/sale/flat/312073840/
13200000.0,Гольяново,Щёлковская,Байкальская ,15,6,9,40.0,2,,https://www.cian.ru/sale/flat/314512206/
18990000.0,Марьино,Люблино, Верхние Поля,40К1,17,17,74.0,3,,https://www.cian.ru/sale/flat/307535888/
21500000.0,Фили-Давыдково,Славянский бульвар,Кременчугская ,3К2,17,22,58.8,2,,https://www.cian.ru/sale/flat/317773847/
30300000.0,Дорогомилово,Москва-Сити,Кутузовский проспект,24,6,7,50.0,2,,https://www.cian.ru/sale/flat/316881217/
33950000.0,Раменки,Аминьевская, Янковского,1к1,12,25,74.0,2,Событие,https://www.cian.ru/sale/flat/310306708/
34000000.0,Лефортово,Площадь Ильича,проезд Шелихова,3,6,12,59.3,2,Символ,https://www.cian.ru/sale/flat/316256052/
45000000.0,Останкинский,Улица Академика Королёва, Академика Королева,10,10,21,82.0,2,Седьмое Небо,https://www.cian.ru/sale/flat/314383482/
48900000.0,Сокол,Панфиловская, Врубеля,8,28,30,115.0,3,Поселок художников,https://www.cian.ru/sale/flat/314327691/
75000000.0,Замоскворечье,Павелецкая,Большая Пионерская ,20,6,6,100.0,2,,https://www.cian.ru/sale/flat/312575065/
95000000.0,Даниловский,ЗИЛ,набережная Марка Шагала,1к2,12,14,124.0,3,ЗИЛАРТ,https://www.cian.ru/sale/flat/308759962/
130000000.0,Замоскворечье,Третьяковская,Большой Ордынский переулок,4С4,2,6,122.0,3,Собрание клубных домов ORDYNKA,https://www.cian.ru/sale/flat/313959092/
131000000.0,Тверской,Белорусская,Большая Грузинская ,69,5,10,131.0,3,Четыре Ветра,https://www.cian.ru/sale/flat/315810280/
281447950.0,Хорошевский,Аэропорт,Чапаевский переулок,3,26,57,262.0,3,Триумф-Палас,https://www.cian.ru/sale/flat/306502978/
10990000.0,,Филатов Луг, Большое Понизовье,8,11,22,32.4,1,Саларьево парк,https://www.cian.ru/sale/flat/317087981/
12900000.0,Головинский,Моссельмаш,Солнечногорская ,15К1,2,5,30.0,1,,https://www.cian.ru/sale/flat/317500634/
17490000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,40к2,9,23,31.9,1,Sydney City,https://www.cian.ru/sale/flat/308550093/
23000000.0,Пресненский,Белорусская,к2.1,к2.1,9,26,31.0,1,Репаблик ЖК,https://www.cian.ru/sale/flat/312687869/
24500000.0,Хорошево-Мневники,Народное Ополчение, Народного Ополчения,15К2,20,58,37.5,1,Wellton Towers,https://www.cian.ru/sale/flat/317752563/
25800000.0,Тверской,Менделеевская,Тихвинская ,9А,8,12,47.3,2,,https://www.cian.ru/sale/flat/317507438/
26000000.0,Покровское-Стрешнево,Спартак,бульвар Небесный,1к1,8,26,47.0,1,ÁLIA,https://www.cian.ru/sale/flat/312379124/
26000000.0,Покровское-Стрешнево,Спартак,бульвар Небесный,1к1,7,26,47.0,1,ÁLIA,https://www.cian.ru/sale/flat/312379120/
27500000.0,Лефортово,Авиамоторная, Крузенштерна,12к2,7,26,72.6,2,Символ,https://www.cian.ru/sale/flat/309640290/
31000000.0,Очаково-Матвеевское,Матвеевская,Нежинская ,5к2,14,24,46.0,2,Городские резиденции SPIRES,https://www.cian.ru/sale/flat/299655879/
34800000.0,Хорошево-Мневники,Шелепиха,к5/1,к5/1,7,26,84.3,3,Сидней Сити ЖК,https://www.cian.ru/sale/flat/315170626/
34659686.0,Дорогомилово,Фили,,,5,46,44.3,1,Ривер Парк Кутузовский ЖК,https://www.cian.ru/sale/flat/301346350/
39000000.0,Пресненский,Москва-Сити,Мантулинская ,9к2,11,21,41.5,1,City Park,https://www.cian.ru/sale/flat/316499109/
43900000.0,Тверской,Тверская,Тверская ,15,4,9,57.1,2,,https://www.cian.ru/sale/flat/315117549/
47500000.0,Можайский,Давыдково,Гжатская ,5к4,17,18,89.9,3,LIFE-Кутузовский,https://www.cian.ru/sale/flat/309832525/
47400000.0,Таганский,Чкаловская, Земляной Вал,48Б,9,10,101.0,3,,https://www.cian.ru/sale/flat/308996643/
48900000.0,Сокол,Панфиловская, Врубеля,8,28,30,115.0,3,Поселок художников,https://www.cian.ru/sale/flat/310156607/
53000000.0,Хамовники,Киевская,Саввинская набережная,3,4,8,77.0,2,,https://www.cian.ru/sale/flat/317210032/
60800000.0,Басманный,Красные ворота, Покровка,41С2,3,4,100.0,3,,https://www.cian.ru/sale/flat/316788331/
62000000.0,Пресненский,Москва-Сити,Мантулинская ,9к2,7,20,65.0,2,City Park,https://www.cian.ru/sale/flat/315200524/
68000000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,34к5,26,41,109.0,3,Сердце Столицы,https://www.cian.ru/sale/flat/316587273/
85000000.0,Пресненский,Москва-Сити,Мантулинская ,9к2,4,20,80.0,3,City Park,https://www.cian.ru/sale/flat/317060805/
89000000.0,Покровское-Стрешнево,Стрешнево,Береговая ,4К4,3,6,156.6,3,Покровский берег,https://www.cian.ru/sale/flat/308069431/
92320000.0,Таганский,Китай-город,Тессинский переулок,1,5,8,57.7,1,"Тессинский, 1",https://www.cian.ru/sale/flat/294641842/
108000000.0,Пресненский,Москва-Сити,Краснопресненская набережная,14Ак2,11,69,95.0,3,Capital Towers,https://www.cian.ru/sale/flat/314213517/
110000000.0,Пресненский,Москва-Сити,Краснопресненская набережная,14Ак2,17,69,95.0,3,Capital Towers,https://www.cian.ru/sale/flat/314215925/
133000000.0,Красносельский,Сретенский бульвар,Костянский переулок,13,3,8,55.3,2,Клубный дом TURGENEV,https://www.cian.ru/sale/flat/317757576/
151697000.0,Дорогомилово,Парк Победы,,3к4,5,11,116.69,3,Виктори Парк Резиденсез ЖК,https://www.cian.ru/sale/flat/313382531/
172004904.0,Басманный,Курская,Казарменный переулок,3,8,10,142.6,3,Дом на Покровском бульваре,https://www.cian.ru/sale/flat/315685683/
185000000.0,Хамовники,Кропоткинская,1-й Зачатьевский переулок,6С1,4,6,145.0,3,,https://www.cian.ru/sale/flat/311525550/
186940000.0,Дорогомилово,Парк Победы,,3к4,1,10,144.0,3,Виктори Парк Резиденсез ЖК,https://www.cian.ru/sale/flat/316566459/
7800000.0,,Щербинка,шоссе Остафьевское,14к3,5,14,33.0,1,Остафьево,https://www.cian.ru/sale/flat/317692361/
9990000.0,,Силикатная,,к4,1,9,43.37,1,Подольские Кварталы ЖК,https://www.cian.ru/sale/flat/316908636/
12300000.0,,Потапово, Эдварда Грига,17,9,16,35.2,2,Скандинавия,https://www.cian.ru/sale/flat/314932975/
12500000.0,Северное Тушино,Сходненская,бульвар Яна Райниса,2К1,2,9,32.6,1,,https://www.cian.ru/sale/flat/315560920/
12700000.0,,Саларьево, Саларьевская,13к1,12,25,41.0,1,Саларьево парк,https://www.cian.ru/sale/flat/316365858/
12800000.0,Очаково-Матвеевское,Аминьевская,Аминьевское шоссе,4Дк3литБ,1,29,24.0,1,Вестердам,https://www.cian.ru/sale/flat/311846636/
13200000.0,Ново-Переделкино,Переделкино,Лукинская ,10,19,25,42.3,1,,https://www.cian.ru/sale/flat/317023344/
13350000.0,Бескудниковский,Селигерская,Дмитровское шоссе,86,2,25,38.7,1,,https://www.cian.ru/sale/flat/317217419/
13350000.0,Бирюлево Западное,Покровское,Харьковский проезд,11К3,3,9,53.0,3,,https://www.cian.ru/sale/flat/316961150/
13500000.0,,Коммунарка, Лазурная,10,3,17,37.2,1,,https://www.cian.ru/sale/flat/316729125/
13800000.0,Отрадное,Отрадное, Санникова,3К1,7,17,50.5,2,,https://www.cian.ru/sale/flat/317667188/
14000000.0,,Румянцево,,39,2,3,71.0,3,,https://www.cian.ru/sale/flat/314252852/
14000000.0,,Рассказовка, Никитина,6,12,17,73.0,3,,https://www.cian.ru/sale/flat/315608381/
14500000.0,Строгино,Мякинино,Неманский проезд,5К1,6,12,46.0,2,,https://www.cian.ru/sale/flat/314153626/
14890000.0,,Коммунарка, Сосенский Стан,11,13,17,78.3,2,Коммунарка,https://www.cian.ru/sale/flat/317596846/
15500000.0,Кунцево,Молодёжная,Полоцкая ,23,4,5,37.0,1,,https://www.cian.ru/sale/flat/317645572/
15750000.0,Коптево,Коптево,Михалковская ,6,2,14,62.7,3,,https://www.cian.ru/sale/flat/316343297/
16300000.0,Южнопортовый,Дубровка,,,19,30,36.8,1,Майприорити Дубровка ЖК,https://www.cian.ru/sale/flat/310172256/
17777000.0,Хорошево-Мневники,Бульвар Генерала Карбышева,проспект Маршала Жукова,47,2,22,60.0,2,,https://www.cian.ru/sale/flat/317648742/
18800000.0,Ивановское,Новогиреево, Сталеваров,24,12,16,64.4,3,,https://www.cian.ru/sale/flat/314331919/
19500000.0,Хорошево-Мневники,Шелепиха,Причальный проезд,10к1,16,33,34.0,1,Level Причальный,https://www.cian.ru/sale/flat/313624558/
22000000.0,Хорошево-Мневники,Шелепиха,Причальный проезд,10к2,2,33,50.0,1,Level Причальный,https://www.cian.ru/sale/flat/316289540/
24700000.0,Останкинский,Алексеевская, Годовикова,11к2,9,37,45.0,2,iLove,https://www.cian.ru/sale/flat/317138954/
25000000.0,Пресненский,Белорусская,к2.1,к2.1,8,26,30.19,1,Репаблик ЖК,https://www.cian.ru/sale/flat/316641573/
25300000.0,Алексеевский,Алексеевская,Староалексеевская ,5А,14,27,44.0,2,Лайм,https://www.cian.ru/sale/flat/316873172/
25500000.0,Хорошево-Мневники,Народное Ополчение, Народного Ополчения,15К1,14,48,42.0,1,Wellton Towers,https://www.cian.ru/sale/flat/314947646/
25700000.0,Хорошево-Мневники,Терехово , Нижние Мневники,9,2,13,45.0,1,Остров,https://www.cian.ru/sale/flat/314888235/
25800000.0,Хамовники,Смоленская,Ростовская набережная,3,8,9,35.0,1,,https://www.cian.ru/sale/flat/316499489/
28000000.0,Теплый Стан,Тропарёво, Островитянова,4,15,17,55.9,1,,https://www.cian.ru/sale/flat/316467337/
29000000.0,,Сосенки, Ясеневая,3к1,7,8,80.0,2,Дубровка,https://www.cian.ru/sale/flat/317497409/
29900000.0,Даниловский,Тульская,Автозаводская ,26/1,19,20,41.0,2,FORST,https://www.cian.ru/sale/flat/315039072/
29990000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,34к5,4,41,65.0,3,Сердце Столицы,https://www.cian.ru/sale/flat/312825223/
30800000.0,Дмитровский,Яхромская,Дмитровское шоссе,107к3,2,24,87.6,3,Летний сад,https://www.cian.ru/sale/flat/316298865/
33000000.0,Дорогомилово,Студенческая,Кутузовский проспект,27,3,7,76.8,3,,https://www.cian.ru/sale/flat/310266518/
33000000.0,Хорошевский,Беговая,Хорошевское шоссе,16к1,15,44,76.4,2,Дом на Беговой,https://www.cian.ru/sale/flat/317159698/
34000000.0,Раменки,Аминьевская,проспект Генерала Дорохова,49к2,15,52,52.0,2,,https://www.cian.ru/sale/flat/315415658/
34700000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,40к1,26,43,63.0,2,Sydney City,https://www.cian.ru/sale/flat/305509795/
35000000.0,Дорогомилово,Москва-Сити,Кутузовский проспект,24,5,10,78.9,3,,https://www.cian.ru/sale/flat/317643894/
35390000.0,Хамовники,Спортивная,Комсомольский проспект,44,3,8,68.0,3,,https://www.cian.ru/sale/flat/316201191/
35500000.0,Лефортово,Серп и Молот, Крузенштерна,6,3,11,78.0,2,Символ,https://www.cian.ru/sale/flat/309550008/
36000000.0,Раменки,Аминьевская,проспект Генерала Дорохова,49к2,24,52,54.0,2,,https://www.cian.ru/sale/flat/314487819/
36300000.0,Пресненский,Баррикадная,Зоологическая ,3,4,10,73.0,3,,https://www.cian.ru/sale/flat/317645531/
36500000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,40к1,35,43,72.0,3,Sydney City,https://www.cian.ru/sale/flat/305184755/
36500000.0,Филевский парк,Фили,Большая Филевская ,3к4,19,20,53.5,2,Западный порт,https://www.cian.ru/sale/flat/317426312/
36990000.0,Богородское,Белокаменная,1-я Мясниковская ,2,13,17,72.0,2,Соколиный форт,https://www.cian.ru/sale/flat/316201070/
38000000.0,Хамовники,Парк Культуры,Комсомольский проспект,14/1К3,2,5,60.0,2,,https://www.cian.ru/sale/flat/316405493/
38500000.0,Обручевский,Воронцовская, Архитектора Власова,71к2,23,34,59.2,3,Ever,https://www.cian.ru/sale/flat/311001237/
38700000.0,Котловка,Крымская,Севастопольский проспект,22А,34,48,71.0,3,Eniteo,https://www.cian.ru/sale/flat/317325648/
39200000.0,Хамовники,Спортивная,Комсомольский проспект,46К3,3,5,71.3,3,,https://www.cian.ru/sale/flat/317698816/
39500000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,7,41,48.0,2,Hide,https://www.cian.ru/sale/flat/316568101/
39500000.0,Раменки,Кутузовская,1-й Сетуньский проезд,8,6,41,48.0,2,Hide,https://www.cian.ru/sale/flat/316568097/
39800000.0,Лефортово,Москва-Товарная,шоссе Энтузиастов,3к2,11,14,71.0,2,Символ,https://www.cian.ru/sale/flat/312178852/
40000000.0,Пресненский,Белорусская,к2.2,к2.2,10,26,48.72,2,Репаблик ЖК,https://www.cian.ru/sale/flat/316213167/
40000000.0,Раменки,Поклонная, Пырьева,9к2,15,23,100.8,2,,https://www.cian.ru/sale/flat/317644662/
40850000.0,Марфино,Останкино, Академика Королева,21,8,23,73.0,3,Дом Достижение,https://www.cian.ru/sale/flat/315003614/
41800000.0,Даниловский,Серпуховская,Дубининская ,59А,10,46,58.5,2,Павелецкая Сити,https://www.cian.ru/sale/flat/317184838/
41500000.0,Обручевский,Воронцовская, Архитектора Власова,71к2,22,34,67.0,3,Ever,https://www.cian.ru/sale/flat/311001236/
42000000.0,Строгино,Строгино, Маршала Катукова,24к1,31,38,75.5,3,Янтарный город,https://www.cian.ru/sale/flat/316201248/
42500000.0,Ростокино,Ростокино,проспект Мира,188Бк4,26,38,109.0,3,Триколор,https://www.cian.ru/sale/flat/316113895/
42800000.0,Раменки,Раменки,Винницкая ,8к1,9,13,73.8,2,Настоящее,https://www.cian.ru/sale/flat/312895070/
44000000.0,Щукино,Щукинская,Авиационная ,77к2,11,33,85.4,2,Алые Паруса,https://www.cian.ru/sale/flat/312780568/
44300000.0,Хорошево-Мневники,Шелепиха,Причальный проезд,10к1,18,33,65.2,3,Level Причальный,https://www.cian.ru/sale/flat/316875658/
44800000.0,Хорошево-Мневники,Шелепиха,Причальный проезд,10к1,6,33,70.0,3,Level Причальный,https://www.cian.ru/sale/flat/317184831/
45000000.0,Останкинский,Улица Академика Королёва, Академика Королева,10,10,12,82.1,3,Седьмое Небо,https://www.cian.ru/sale/flat/316570351/
45000000.0,Пресненский,Белорусская, Пресненский Вал,27С6,17,33,62.0,2,Republic,https://www.cian.ru/sale/flat/314948005/
46700000.0,Пресненский,Белорусская,к2.3,к2.3,3,33,74.42,3,Репаблик ЖК,https://www.cian.ru/sale/flat/316212960/
47900000.0,Якиманка,Серпуховская,Мытная ,40к2,7,22,66.3,2,Sky House,https://www.cian.ru/sale/flat/316943977/
48900000.0,Даниловский,Тульская,Автозаводская ,24,12,16,89.46,3,Дом на набережной INSIDER,https://www.cian.ru/sale/flat/316201133/
49000000.0,Хорошево-Мневники,Шелепиха,Шелепихинская набережная,34к3зд6,9,36,103.0,3,Сердце Столицы,https://www.cian.ru/sale/flat/315879382/
49950000.0,Хорошево-Мневники,Народное Ополчение, Народного Ополчения,15К2,25,58,68.9,3,Wellton Towers,https://www.cian.ru/sale/flat/316201116/
49900000.0,Пресненский,Белорусская, Пресненский Вал,27С1,4,34,80.0,2,Republic,https://www.cian.ru/sale/flat/316720464/
50990000.0,Тверской,Трубная,1-й Колобовский переулок,16С1,4,4,89.0,3,,https://www.cian.ru/sale/flat/317710368/
52000000.0,Хорошево-Мневники,Народное Ополчение, Народного Ополчения,15К3,11,58,81.0,3,Wellton Towers,https://www.cian.ru/sale/flat/313900058/
51900000.0,Марьина роща,Савёловская,Полковая ,1С27,21,22,69.1,3,PRIDE,https://www.cian.ru/sale/flat/313187783/
54000000.0,Пресненский,Улица 1905 года,Шмитовский проезд,16С1,7,22,100.0,2,Шмитовский 16,https://www.cian.ru/sale/flat/316201105/
55000000.0,Можайский,Кунцевская,Можайское шоссе,6К1,23,23,100.0,2,,https://www.cian.ru/sale/flat/311381466/
55000000.0,Пресненский,Белорусская, Пресненский Вал,27С2,3,26,70.0,3,Republic,https://www.cian.ru/sale/flat/315834593/
57000000.0,Хорошево-Мневники,Мнёвники,Шелепихинская набережная,42к3,18,36,102.0,3,FreeDOM,https://www.cian.ru/sale/flat/316782330/
57000000.0,Пресненский,Белорусская,к2.2,к2.2,5,26,71.48,3,Репаблик ЖК,https://www.cian.ru/sale/flat/316212806/
58500000.0,Пресненский,Белорусская,к2.2,к2.2,24,26,70.3,2,Репаблик ЖК,https://www.cian.ru/sale/flat/314935838/
59900000.0,Даниловский,ЗИЛ, Архитектора Щусева,2к1,8,14,76.0,2,ЗИЛАРТ,https://www.cian.ru/sale/flat/315928096/
60000000.0,Басманный,Чистые пруды,Потаповский переулок,10,3,9,61.4,2,,https://www.cian.ru/sale/flat/297766719/
